,TimeToRun-fold0,TimeToRun-fold1,TimeToRun-fold2,TimeToRun-fold3,TimeToRun-fold4,rocAUC-fold0,rocAUC-fold1,rocAUC-fold2,rocAUC-fold3,rocAUC-fold4,F1score-fold0,F1score-fold1,F1score-fold2,F1score-fold3,F1score-fold4,Accuracy-fold0,Accuracy-fold1,Accuracy-fold2,Accuracy-fold3,Accuracy-fold4
"('RBF', '10', 'auto', 'None')",20.233323097229004,19.864357709884644,21.2053542137146,19.975954055786133,20.096471309661865,0.9834029459289864,0.9832953375966637,0.9824225887452467,0.9829490250529075,0.9827907625439598,0.9663671373555841,0.9604984093319194,0.9572377158034528,0.9568004102038201,0.9638020833333333,0.9476,0.9404,0.9356,0.9326,0.9444
"('RBF', '10', 'scale', 'Balanced')",22.863426446914673,21.346346378326416,21.679614543914795,20.931508541107178,20.707635402679443,0.9793434903345369,0.9846435299890354,0.983838659314497,0.9782895852544331,0.9823907406593544,0.9659135431631186,0.9530744336569579,0.9429233074513009,0.9619349722442506,0.9584280176446999,0.9478,0.9304,0.9162,0.9424,0.9378
"('RBF', '10', 'scale', 'None')",19.836971044540405,19.3739972114563,20.99190378189087,19.3910915851593,20.21213722229004,0.9693326561082791,0.9845284321861919,0.9835740788983325,0.9561726481322494,0.9763390642896158,0.9678735339112697,0.966063647167569,0.9614211852048257,0.9551895825354269,0.9681362986084017,0.9496,0.9486,0.9418,0.9298,0.951
"('RBF', '10.0', '1', 'None')",19.382631301879883,20.27815270423889,20.829676866531372,21.07793927192688,19.776233196258545,0.9717205846404167,0.9841690039597684,0.9833780180258412,0.9666865842757763,0.9768254137670311,0.9676185619581846,0.9653988378235605,0.9599150517653304,0.9556122448979592,0.9683964104564963,0.9492,0.9476,0.9396,0.9304,0.9514
"('RBF', '1.0', '0.01', 'None')",27.586632251739502,28.537995100021362,28.159745454788208,26.033842086791992,26.4852397441864,0.9794190939434407,0.9788949219881452,0.978442801784493,0.9800181334153003,0.9792632152969805,0.9586349534643228,0.9550890247143237,0.9525455270503789,0.9555411535968892,0.9580182529335072,0.936,0.9324,0.9286,0.9314,0.9356
"('RBF', '1.0', '0.1', 'None')",23.088546991348267,22.67304801940918,22.146148443222046,21.69471287727356,22.119781732559204,0.9818656725479401,0.9816413395409864,0.9808143016343381,0.9818021064086122,0.981570067958875,0.9641012396694215,0.957768924302789,0.9552635072348334,0.9579354838709677,0.9614482938265173,0.9444,0.9364,0.9326,0.9348,0.9408
"('RBF', '1.0', '100', 'None')",34.35170793533325,33.248332262039185,32.540146350860596,35.006563663482666,35.319798707962036,0.9423760748026688,0.9690891725275679,0.9690377594697175,0.9062322243067259,0.9589473056373488,0.967208947635994,0.9657435358970993,0.9609159099881563,0.9438202247191012,0.9625434418844124,0.9484,0.9478,0.9406,0.911,0.9418
"('RBF', '1.0', '10', 'None')",19.787572860717773,20.193045139312744,18.874756574630737,19.775691986083984,18.164757013320923,0.9483547165540517,0.9772840014727135,0.9794013969845975,0.9289080468907331,0.9654158209552272,0.9690011481056258,0.9676823638042473,0.9639830508474577,0.9549987215545895,0.9691927726504616,0.9514,0.951,0.9456,0.9296,0.9526
"('RBF', '1.0', '1', 'Balanced')",23.467394590377808,22.962805032730103,22.799396276474,22.409427404403687,22.37087082862854,0.9835603388966134,0.9833458190891389,0.9820962728986435,0.9831292109623693,0.9833997644714194,0.962778505897772,0.9504388926401081,0.944271186440678,0.9603711066931744,0.9567884769271806,0.9432,0.9266,0.9178,0.9402,0.9352
"('RBF', '1.0', '1', 'None')",20.82877492904663,21.999104976654053,20.96950101852417,20.709745168685913,21.550572395324707,0.9806695318143424,0.9835347320520906,0.9823791704205427,0.9803977162319241,0.9824586815960334,0.9656674353061747,0.9614620580055622,0.9572830989652428,0.9554417413572343,0.9651404786680542,0.9464,0.9418,0.9356,0.9304,0.9464
"('RBF', '1.0', 'auto', 'Balanced')",22.557092428207397,23.09155821800232,22.77539610862732,22.33781671524048,22.91379189491272,0.9823742786442027,0.982047435102676,0.9810693842919738,0.9819794217092224,0.9820517086585006,0.9599789362822538,0.9470548408937035,0.9436008676789588,0.9586556415044011,0.9552796689360565,0.9392,0.9218,0.9168,0.938,0.933
"('RBF', '1.0', 'auto', 'None')",21.129663467407227,23.16443943977356,21.491687774658203,21.39884877204895,21.986269235610962,0.9821458641045749,0.9819372732679856,0.9810553637912882,0.9820942460632911,0.981812682128798,0.9645023880211694,0.9587259455872594,0.9553666312433581,0.9585051546391754,0.9622297473300339,0.945,0.9378,0.9328,0.9356,0.942
"('RBF', '1.0', 'scale', 'Balanced')",22.553897380828857,21.741384983062744,21.76191544532776,21.709978818893433,20.45110559463501,0.9825195292140365,0.9838057615761353,0.981907448413603,0.9817376281174812,0.9835022364452227,0.9630503144654089,0.9511470985155195,0.9440825190010858,0.9609116205114615,0.9564636752136753,0.9436,0.9276,0.9176,0.941,0.9348
"('RBF', '1.0', 'scale', 'None')",19.6883544921875,21.01308798789978,20.57294249534607,20.751396417617798,21.411052703857422,0.9753406228958427,0.9831860732107284,0.9826505349499423,0.9749285439211988,0.9785950173058795,0.9664790174002047,0.9626984126984127,0.9580901856763926,0.9544873433904373,0.9654365904365904,0.9476,0.9436,0.9368,0.9288,0.9468
"('RBF', '100000.0', 'scale', 'None')",347.64707136154175,291.2138693332672,294.6184735298157,321.26039361953735,332.4391667842865,0.9707109328087818,0.9805623817751492,0.9770875620972498,0.9703214375302518,0.9760186431724067,0.9665474974463739,0.9678439641539274,0.9592784188884468,0.9536560247167869,0.9682974559686889,0.9476,0.9512,0.9386,0.928,0.9514
